IDCliente,Genero,Jubilado,Casado,Dependientes,Permanencia_Meses,Telefonia,MutlipleLineas,Internet,SeguridadOnline,CopiaSeguridadLinea,SeguroDispositivo,Soporte,StreamingTV,StreamingMovies,TipoContrato,ReciboOnline,MetodoPago,MontoPlan,MontoTotal,Churn
2810-FTLEM,Mujer,No,No,No,16,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque,50.15,762.25,Si
4747-LCAQL,Hombre,No,No,No,25,Si,No,DSL,Si,Si,No,Si,Si,Si,Mensual,Si,Pago efectivo,79,1902,No
3411-WLRSQ,Mujer,Si,Si,No,3,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,74.6,239.05,No
0898-XCGTF,Hombre,No,Si,No,61,Si,Si,Fibra optica,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria,96.5,5673.7,No
8006-PYCSW,Mujer,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.1,39.8,No
8249-THVEC,Hombre,No,Si,Si,51,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.4,997.75,No
8722-PRFDV,Mujer,No,Si,Si,71,Si,No,DSL,Si,No,Si,No,Si,Si,Dos años,No,Tarjeta de credito,77.55,5574.35,No
2164-SOQXL,Mujer,No,Si,Si,20,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.05,406.05,No
4020-KIUDI,Hombre,No,Si,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito,19.85,138.85,No
5850-BDWCY,Mujer,No,No,No,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.2,123.65,No
2038-YSEZE,Mujer,No,No,No,29,Si,Si,DSL,Si,Si,No,Si,No,No,Mensual,No,Pago efectivo,67.45,1801.1,No
0827-ITJPH,Hombre,No,No,No,36,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,18.55,689,No
8799-OXZMD,Mujer,No,No,No,28,No,Sin servicio telefonia,DSL,No,No,Si,No,No,No,Mensual,Si,Pago efectivo,29.75,790.7,No
1925-TIBLE,Mujer,No,Si,No,7,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,86.5,582.5,Si
1705-GUHPV,Mujer,No,No,No,63,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,24.2,1618.2,No
4779-ZGICK,Hombre,No,Si,Si,48,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,23.55,1173.35,No
0048-PIHNL,Mujer,No,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,20.45,900.9,No
0818-OCPZO,Hombre,Si,No,No,27,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque,81.45,2122.05,Si
3967-KXAPS,Hombre,No,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,92.3,6719.9,No
1447-GIQMR,Hombre,No,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.15,69.15,Si
3704-IEAXF,Mujer,No,Si,Si,72,No,Sin servicio telefonia,DSL,No,Si,No,Si,Si,Si,Dos años,No,Tarjeta de credito,53.65,3784,No
6810-VCAEX,Mujer,No,No,No,47,No,Sin servicio telefonia,DSL,Si,Si,No,Si,No,No,Un año,No,Tarjeta de credito,39.65,1798.65,No
0674-EYYZV,Mujer,No,No,No,1,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque,54.65,54.65,No
4480-MBMLB,Mujer,No,No,No,36,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria,104.8,3886.45,No
1395-OFUWC,Hombre,No,Si,Si,43,No,Sin servicio telefonia,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de credito,29.3,1224.05,No
0822-QGCXA,Mujer,Si,Si,No,27,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,No,Cheque,83.85,2310.2,No
0872-NXJYS,Mujer,No,No,No,9,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,79.55,723.4,Si
2832-KJCRD,Mujer,No,No,No,38,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,103.65,3988.5,No
3588-WSTTJ,Mujer,Si,No,No,35,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque,99.05,3554.6,No
4075-WKNIU,Mujer,No,Si,Si,0,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,No,Pago efectivo,73.35,null,No
5090-EMGTC,Mujer,No,Si,No,59,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Dos años,Si,Pago efectivo,100.05,6034.85,No
2346-CZYIL,Hombre,No,No,No,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.35,531.6,No
3798-EPWRR,Mujer,Si,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque,43.95,85.1,No
6258-NGCNG,Hombre,No,No,No,7,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,23.5,173,No
4186-ZBUEW,Mujer,No,No,No,36,Si,Si,DSL,No,Si,No,Si,No,Si,Un año,Si,Pago efectivo,70.7,2511.95,No
5274-XHAKY,Mujer,No,Si,Si,41,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,94.3,3893.6,No
1442-BQPVU,Mujer,No,No,No,13,No,Sin servicio telefonia,DSL,No,Si,No,No,No,No,Mensual,No,Cheque,29.15,357.15,No
3978-YNKDD,Hombre,No,No,Si,19,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.85,467.5,No
4940-KHCWD,Mujer,No,Si,No,60,No,Sin servicio telefonia,DSL,Si,Si,No,Si,No,No,Dos años,No,Transferencia bancaria,37.7,2288.7,No
9412-ARGBX,Mujer,No,No,Si,48,Si,No,Fibra optica,No,Si,Si,Si,Si,No,Dos años,Si,Pago efectivo,95.5,4627.85,Si
1389-CXMLU,Hombre,Si,No,No,3,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,No,Cheque,91.05,289.1,Si
9589-ABEPT,Hombre,No,Si,No,69,Si,Si,Fibra optica,No,Si,No,Si,Si,No,Dos años,Si,Pago efectivo,92.45,6460.55,No
9388-ZEYVT,Hombre,No,No,No,43,No,Sin servicio telefonia,DSL,No,No,Si,Si,No,Si,Un año,No,Cheque,44.15,1931.3,No
0305-SQECB,Mujer,No,No,Si,11,No,Sin servicio telefonia,DSL,Si,No,No,Si,No,No,Un año,Si,Pago efectivo,36.05,402.6,No
7605-SNLQG,Mujer,No,Si,No,45,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Tarjeta de credito,50.25,2221.55,No
4670-TABXH,Hombre,No,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,109.75,7758.9,No
5561-NWEVX,Mujer,Si,Si,No,2,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,No,Cheque,79.2,172.85,Si
0064-SUDOG,Mujer,No,Si,Si,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.3,224.5,No
8561-NMTBD,Mujer,No,Si,Si,67,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de credito,112.35,7388.45,No
5161-XEUVX,Hombre,No,Si,No,37,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Dos años,No,Pago efectivo,94.3,3460.95,No
8292-FRFZQ,Mujer,No,No,No,39,No,Sin servicio telefonia,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,41.15,1700.9,No
8591-NXRCV,Mujer,No,No,No,41,Si,Si,DSL,Si,No,Si,Si,No,Si,Mensual,Si,Transferencia bancaria,74.65,3090.65,No
7895-VONWT,Mujer,No,No,No,25,No,Sin servicio telefonia,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque,48.25,1293.8,No
4526-RMTLL,Hombre,No,Si,Si,8,Si,Si,DSL,Si,Si,No,Si,No,Si,Dos años,Si,Tarjeta de credito,76.15,645.8,No
6253-GNHWH,Mujer,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Pago efectivo,71.1,5224.95,No
4566-NECEV,Hombre,No,No,No,5,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,No,Cheque,96.55,500.1,No
8080-POTJR,Mujer,No,No,No,30,Si,Si,DSL,Si,No,Si,No,Si,Si,Un año,Si,Tarjeta de credito,79.3,2427.1,No
6906-MPARY,Hombre,No,No,No,40,Si,No,Fibra optica,No,Si,No,Si,No,Si,Un año,Si,Tarjeta de credito,89.6,3488.15,No
3662-FXJFO,Mujer,No,No,No,54,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Pago efectivo,20.5,1035.7,No
8107-RZLNV,Hombre,No,Si,No,72,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,106.3,7565.35,No
0516-OOHAR,Hombre,No,Si,Si,28,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria,100.35,2799,No
2027-CWDNU,Hombre,No,Si,Si,18,Si,No,Fibra optica,No,No,No,Si,No,Si,Mensual,Si,Cheque,85.6,1601.5,No
2737-WFVYW,Mujer,No,No,No,2,No,Sin servicio telefonia,DSL,No,No,No,No,Si,Si,Mensual,Si,Cheque,45.25,85.5,Si
9912-OMZDS,Mujer,No,Si,Si,59,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Cheque,106.15,6256.2,No
3733-ZEECP,Hombre,No,Si,Si,22,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque,51.1,1232.9,No
7878-RTCZG,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.9,19.9,No
2452-MRMZF,Mujer,Si,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,25.7,1937.4,No
2272-QAGFO,Mujer,Si,No,No,14,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,74.3,1096.25,Si
7103-IPXPJ,Hombre,No,Si,No,50,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Un año,No,Cheque,99.4,5059.75,No
4342-HFXWS,Mujer,No,Si,Si,48,Si,No,DSL,Si,No,Si,Si,Si,No,Un año,No,Transferencia bancaria,69.7,3023.65,No
3545-CNWRG,Mujer,No,Si,Si,49,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,98.35,4889.2,No
1785-BPHTP,Hombre,No,Si,Si,28,Si,No,Fibra optica,No,No,Si,No,Si,No,Mensual,No,Cheque,85.45,2289.9,No
4989-LIXVT,Hombre,Si,No,No,68,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Cheque,95.9,6503.2,No
7315-WYOAW,Hombre,No,No,No,13,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mensual,No,Cheque,100.75,1313.25,No
1173-XZPYF,Mujer,No,No,No,11,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Cheque,89.2,990.3,No
9850-OWRHQ,Mujer,No,Si,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,74.1,228,Si
3768-NLUBH,Hombre,Si,Si,No,57,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,No,Cheque,100.6,5746.15,Si
8676-TRMJS,Hombre,No,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,No,Pago efectivo,75,209.1,Si
2509-TFPJU,Hombre,No,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,25.75,1864.2,No
9530-GRMJG,Hombre,No,Si,Si,70,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque,84.1,5979.7,No
6898-RBTLU,Mujer,No,Si,Si,49,Si,Si,DSL,No,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria,79.3,3902.45,No
5481-NTDOH,Mujer,Si,Si,No,67,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Un año,Si,Tarjeta de credito,107.05,7142.5,No
2068-WWXQZ,Hombre,No,No,No,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.05,902,No
7359-SSBJK,Mujer,Si,No,No,64,Si,No,DSL,Si,Si,No,Si,Si,No,Dos años,Si,Tarjeta de credito,70.2,4481,Si
2061-VVFST,Mujer,No,Si,No,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.5,805.2,No
0685-MLYYM,Mujer,Si,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque,70.75,154.85,Si
0749-IRGQE,Mujer,Si,Si,No,13,No,Sin servicio telefonia,DSL,No,No,No,No,Si,Si,Mensual,No,Cheque,45.3,528.45,No
2380-DAMQP,Mujer,No,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque,115.15,8349.7,No
2256-YLYLP,Hombre,No,Si,Si,68,Si,No,DSL,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72.95,4953.25,No
1272-ILHFG,Hombre,No,Si,Si,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.65,332.65,No
0164-XAIRP,Mujer,No,No,No,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,19.55,470.2,No
5666-CYCYZ,Mujer,No,No,No,24,Si,Si,Fibra optica,No,No,No,Si,No,Si,Mensual,Si,Cheque,89.55,2259.35,No
4011-ARPHK,Hombre,No,No,No,27,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Pago efectivo,50.35,1411.35,No
8182-PNAGI,Hombre,No,No,No,12,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria,50.25,593.75,Si
6365-HITVU,Mujer,No,Si,Si,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,87.25,6328.7,No
7558-IMLMT,Hombre,No,Si,Si,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Pago efectivo,20.8,1411.9,No
9488-FYQAU,Mujer,No,Si,No,63,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,109.25,6841.4,No
3590-TCXTB,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.35,20.35,No
6994-KERXL,Hombre,No,No,No,4,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque,55.9,238.5,No
7957-RYHQD,Mujer,Si,No,No,40,Si,No,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de credito,79.2,3233.85,Si
2180-DXNEG,Mujer,No,No,No,12,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,96,1062.1,Si
1960-UOTYM,Hombre,No,Si,Si,52,Si,No,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Cheque,79.2,4016.3,No
2740-JFBOK,Hombre,No,No,No,10,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque,24,226.55,No
6500-JVEGC,Hombre,No,No,No,68,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Un año,No,Transferencia bancaria,101.35,7110.75,No
5515-AKOAJ,Mujer,No,No,No,54,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque,100.1,5440.9,Si
8976-OQHGT,Mujer,No,Si,Si,4,Si,No,DSL,No,Si,No,Si,No,No,Mensual,No,Pago efectivo,56.5,235.1,Si
5245-VDBUR,Mujer,No,Si,No,52,No,Sin servicio telefonia,DSL,Si,No,Si,No,No,No,Un año,No,Pago efectivo,35.45,1958.95,No
6230-BSUXY,Mujer,Si,No,No,1,Si,No,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Cheque,85,85,Si
8469-SNFFH,Hombre,No,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un año,No,Transferencia bancaria,79.4,5528.9,No
2144-ESWKO,Hombre,No,No,No,43,No,Sin servicio telefonia,DSL,Si,No,Si,No,No,No,Un año,Si,Tarjeta de credito,35.2,1463.7,No
1241-FPMOF,Hombre,No,No,No,52,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.65,1025.05,No
9928-BZVLZ,Mujer,No,No,No,12,No,Sin servicio telefonia,DSL,Si,No,Si,Si,No,Si,Dos años,No,Pago efectivo,49.85,552.1,No
4114-QMKVN,Mujer,No,Si,Si,56,Si,Si,DSL,Si,Si,No,No,No,Si,Un año,No,Transferencia bancaria,68.75,3815.4,No
2775-SEFEE,Hombre,No,No,Si,0,Si,Si,DSL,Si,Si,No,Si,No,No,Dos años,Si,Transferencia bancaria,61.9,null,No
9003-CPATH,Hombre,No,No,No,42,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,No,Cheque,79.9,3313.4,No
1754-GKYPY,Hombre,Si,Si,No,22,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,89.75,1938.9,No
5294-CDGWY,Hombre,No,Si,Si,51,No,Sin servicio telefonia,DSL,Si,Si,Si,No,Si,Si,Un año,No,Cheque,59.3,3014.65,Si
7956-XQWGU,Hombre,No,No,No,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito,19.4,460.25,No
1591-MQJTP,Hombre,Si,Si,No,51,Si,Si,Fibra optica,Si,No,Si,No,No,Si,Un año,Si,Transferencia bancaria,93.65,4839.15,No
5295-PCJOO,Hombre,No,No,Si,4,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque,49.4,184.4,Si
2369-FEVNO,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,19.9,19.9,No
9863-JZAIC,Hombre,No,No,No,35,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Pago efectivo,55,2010.55,Si
7471-MQPOS,Hombre,Si,Si,Si,71,Si,Si,DSL,No,Si,Si,Si,No,Si,Un año,Si,Transferencia bancaria,72.9,5139.65,No
7660-HDPJV,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.2,69.2,Si
5115-SQAAU,Mujer,No,Si,Si,69,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,25.6,1673.4,No
9845-QOMAD,Hombre,No,Si,Si,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.75,309.35,No
7672-VFMXZ,Hombre,No,Si,No,57,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque,55.7,3171.6,No
9739-JLPQJ,Mujer,No,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,117.5,8670.1,No
9916-AYHTC,Hombre,No,No,No,48,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,19.85,916,No
3855-ONCAR,Mujer,No,Si,Si,4,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Pago efectivo,78.9,299.75,No
1488-SYSFC,Hombre,No,Si,Si,31,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque,20.65,702.05,No
7931-PXHFC,Hombre,No,No,No,38,Si,No,DSL,No,No,Si,Si,No,Si,Un año,Si,Pago efectivo,62.3,2354.8,Si
3990-QYKBE,Hombre,Si,Si,No,37,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,92.5,3473.4,Si
0970-QXPXW,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.65,19.65,No
3259-KNMRR,Hombre,Si,No,No,57,Si,Si,DSL,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,79.75,4438.2,No
6120-RJKLU,Mujer,Si,Si,No,62,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,79.95,4819.75,No
9572-WUKSB,Hombre,No,Si,No,3,No,Sin servicio telefonia,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque,29.9,92.25,No
5893-KCLGT,Mujer,No,No,Si,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Pago efectivo,19.75,1567,No
0076-LVEPS,Hombre,No,No,Si,29,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,No,No,Mensual,Si,Pago efectivo,45,1242.45,No
3640-JQGJG,Hombre,No,Si,Si,13,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria,44.8,559.2,No
4919-MOAVT,Hombre,No,No,Si,3,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque,69.65,220.1,Si
1596-OQSPS,Mujer,No,No,No,11,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque,51.1,531.15,No
9867-XOBQA,Mujer,No,No,Si,21,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Pago efectivo,53.15,1183.2,No
9546-KDTRB,Mujer,No,No,No,19,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,24.7,465.85,No
3090-HAWSU,Hombre,No,No,No,61,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,111.6,6876.05,Si
9820-RMCQV,Mujer,No,No,No,11,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Tarjeta de credito,48.55,501,Si
3174-RKMOW,Hombre,No,Si,Si,35,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque,109.95,3782.4,No
1760-CAZHT,Hombre,No,No,Si,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.8,460.2,No
7839-QRKXN,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,20.2,20.2,Si
8441-SHIPE,Mujer,No,No,No,67,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,25.6,1790.35,No
5204-QZXPU,Hombre,No,No,No,19,No,Sin servicio telefonia,DSL,No,No,Si,No,Si,No,Mensual,Si,Cheque,39.65,733.35,Si
4597-ELFTS,Hombre,No,No,No,56,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque,24.9,1334,Si
1320-GVNHT,Hombre,No,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de credito,108.4,7767.25,No
1047-RNXZV,Hombre,No,No,No,43,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.55,876.15,No
3541-ZNUHK,Mujer,No,Si,Si,55,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Cheque,85.1,4600.95,No
8450-JOVAH,Hombre,No,Si,Si,2,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,Pago efectivo,56.7,113.55,Si
8725-JEDFD,Hombre,No,No,No,27,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,69.05,1793.25,No
7562-UXTPG,Mujer,No,No,No,13,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,70.15,886.7,No
8071-SBTRN,Mujer,No,No,No,70,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Pago efectivo,111.15,7737.55,No
1113-IUJYX,Mujer,No,Si,No,14,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Un año,No,Pago efectivo,105.95,1348.9,Si
6668-CNMFP,Mujer,No,Si,Si,19,Si,Si,Fibra optica,No,No,No,Si,No,Si,Un año,Si,Transferencia bancaria,89.35,1686.85,No
5626-MGTUK,Mujer,No,No,No,20,Si,Si,Fibra optica,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,89.1,1879.25,No
